"Player_Name","Team","Position","Overall_Rating","Age","Annual_Salary"
1107,"Los Angeles Rams","MLB",65,25,850000
1108,"Los Angeles Rams","LG",65,25,863011
1109,"Los Angeles Rams","MLB",65,25,589000
1110,"Washington Commanders","TE",65,28,1120000
1111,"Washington Commanders","WR",65,24,2133000
1112,"Washington Commanders","TE",65,26,990000
1113,"Cincinnati Bengals","HB",65,22,907500
1114,"Cleveland Browns","HB",65,25,920000
1115,"Houston Texans","TE",65,23,780000
1116,"Tampa Bay Buccaneers","LT",65,29,1127500
1117,"St. Louis Cardinals","RT",65,27,2750000
1118,"Los Angeles Chargers","P",65,27,850000
1119,"Indianapolis Colts","DT",65,26,10250000
1120,"Atlanta Falcons","LT",65,28,2000000
1121,"New York Giants","TE",65,23,680002
1122,"New York Jets","TE",65,24,806643
1123,"Detroit Lions","MLB",65,25,2337500
1124,"Green Bay Packers","RE",65,25,990000
1125,"New England Patriots","FB",65,25,850000
1126,"Minnesota Vikings","FS",65,22,823750
1127,"Atlanta Falcons","FS",65,28,252000
1128,"Green Bay Packers","HB",65,23,850000
1129,"Seattle Seahawks","FB",65,31,2225000
1130,"Tennessee Titans","LE",65,24,965000
1131,"Minnesota Vikings","MLB",65,23,993393
1132,"San Francisco 49ers","TE",65,25,1600000
1133,"San Francisco 49ers","MLB",65,27,1035000
1134,"Chicago Bears","ROLB",65,27,1022500
1135,"Denver Broncos","ROLB",65,24,706724
1136,"Miami Dolphins","RG",65,23,953562
1137,"Miami Dolphins","LE",65,24,2858333
1138,"Washington Commanders","QB",65,24,850000
1139,"Atlanta Falcons","WR",65,23,586667
1140,"Jacksonville Jaguars","LOLB",65,23,895000
1141,"Detroit Lions","P",65,24,780000
1142,"Los Angeles Chargers","CB",65,25,920000
1143,"Los Angeles Rams","CB",65,27,4766000
1144,"Tennessee Titans","CB",65,27,293000
1145,"Los Angeles Rams","TE",65,23,987033
1146,"Baltimore Ravens","WR",65,23,865775
1147,"Washington Commanders","LG",65,26,4500000
1148,"St. Louis Cardinals","HB",65,21,849429
1149,"New Orleans Saints","DT",65,25,920000
1150,"Seattle Seahawks","TE",65,21,991360
1151,"Seattle Seahawks","WR",65,26,780000
1152,"Tennessee Titans","ROLB",65,24,585000
1153,"Minnesota Vikings","WR",65,23,890693
1154,"Cincinnati Bengals","RE",65,24,895000
1155,"Buffalo Bills","MLB",65,27,2500000
1156,"Indianapolis Colts","WR",65,23,850000
1157,"Green Bay Packers","MLB",65,25,863689
1158,"St. Louis Cardinals","SS",65,30,1075000
1159,"Las Vegas Raiders","LG",65,23,1022946
1160,"Minnesota Vikings","CB",65,23,825000
1161,"Washington Commanders","SS",65,28,2000000
1162,"Baltimore Ravens","LG",65,23,804383
1163,"Carolina Panthers","MLB",62,23,1200000
1164,"Seattle Seahawks","HB",65,22,665840
1165,"Seattle Seahawks","DT",65,25,780000
1166,"Houston Texans","LE",65,26,1750000
1167,"Minnesota Vikings","LE",65,24,920000
1168,"San Francisco 49ers","LT",65,23,674887
1169,"Chicago Bears","LOLB",65,23,905168
1170,"Chicago Bears","MLB",65,24,784644
1171,"Dallas Cowboys","LE",65,22,905000
1172,"Miami Dolphins","RT",65,28,5016667
1173,"Jacksonville Jaguars","LOLB",65,24,850000
1174,"Dallas Cowboys","SS",65,25,661960
1175,"Las Vegas Raiders","TE",65,30,1075000
1176,"Jacksonville Jaguars","SS",65,22,903029
1177,"Buffalo Bills","SS",65,26,3000000
1178,"San Francisco 49ers","CB",65,28,1075000
1179,"Buffalo Bills","CB",65,23,855000
1180,"Los Angeles Rams","WR",65,22,837500
1181,"Washington Commanders","RG",65,24,907500
1182,"Washington Commanders","DT",65,23,682011
1183,"Seattle Seahawks","RE",65,22,911586
1184,"Houston Texans","LG",65,30,1075000
1185,"Minnesota Vikings","RE",65,22,1011445
1186,"Tampa Bay Buccaneers","LE",64,27,2500000
1187,"Los Angeles Chargers","TE",64,27,920000
1188,"Miami Dolphins","LOLB",64,22,705000
1189,"Atlanta Falcons","RE",64,25,895000
1190,"Detroit Lions","ROLB",64,27,1127500
1191,"Los Angeles Rams","LT",64,23,696130
1192,"Atlanta Falcons","SS",64,23,990478
1193,"Minnesota Vikings","CB",64,21,898446
1194,"Baltimore Ravens","RG",64,23,1031823
1195,"Dallas Cowboys","CB",64,30,1750000
1196,"Carolina Panthers","SS",64,27,4000000
1197,"Pittsburgh Steelers","RE",64,24,165600
1198,"Atlanta Falcons","HB",64,23,850000
1199,"Buffalo Bills","RE",64,26,895000
1200,"Denver Broncos","DT",64,27,990000
1201,"Los Angeles Chargers","FB",64,22,761667
1202,"Indianapolis Colts","LE",64,24,705000
1203,"Miami Dolphins","TE",64,25,773058
1204,"New York Giants","LOLB",64,23,851286
1205,"Detroit Lions","MLB",64,24,2050000
1206,"New England Patriots","TE",64,24,872500
1207,"Los Angeles Rams","LOLB",64,25,895000
1208,"Jacksonville Jaguars","FS",64,26,252000
1209,"Chicago Bears","CB",64,24,881306
1210,"Miami Dolphins","CB",64,23,165600
1211,"Washington Commanders","TE",64,29,8021667
1212,"New Orleans Saints","WR",64,27,252000
1213,"Seattle Seahawks","HB",64,21,947350
1214,"Pittsburgh Steelers","HB",64,25,1035000
1215,"Tennessee Titans","WR",64,26,895000
1216,"Minnesota Vikings","LT",64,27,952500
1217,"Cincinnati Bengals","DT",64,26,2133000
1218,"St. Louis Cardinals","TE",64,26,780000
1219,"Los Angeles Chargers","LOLB",64,23,965000
1220,"Buffalo Bills","QB",64,29,252000
1221,"New York Jets","TE",64,28,252000
1222,"New York Jets","LG",64,22,996498
1223,"Detroit Lions","MLB",64,26,1127500
1224,"Green Bay Packers","RG",64,28,7000000
1225,"New York Giants","FS",64,24,920000
1226,"Los Angeles Rams","MLB",64,24,774975
1227,"Miami Dolphins","CB",64,24,165600
1228,"Los Angeles Chargers","CB",64,27,907500
1229,"Washington Commanders","LE",64,25,1022500
1230,"Minnesota Vikings","TE",64,25,685258
1231,"San Francisco 49ers","DT",64,24,767550
1232,"Buffalo Bills","WR",64,21,787500
1233,"Buffalo Bills","RE",64,26,887500
1234,"Buffalo Bills","TE",64,25,654138
1235,"Denver Broncos","MLB",64,24,883194
1236,"Cleveland Browns","C",64,21,902412
1237,"St. Louis Cardinals","RE",64,21,994771
1238,"Los Angeles Chargers","WR",64,22,165600
1239,"Kansas Chiefs","WR",64,27,895000
1240,"Indianapolis Colts","WR",64,22,856103
1241,"Miami Dolphins","LT",64,21,3410088
1242,"New Orleans Saints","QB",64,30,10000000
1243,"New York Jets","WR",64,23,780000
1244,"Carolina Panthers","C",64,29,1040000
1245,"Los Angeles Rams","LG",64,24,1879599
1246,"Chicago Bears","CB",64,22,901418
1247,"St. Louis Cardinals","CB",64,26,256222
1248,"New Orleans Saints","WR",64,22,850000
1249,"Tennessee Titans","RT",64,30,1325000
1250,"Cleveland Browns","LG",64,23,672334
1251,"Cleveland Browns","RG",64,25,577500
1252,"Kansas Chiefs","RT",64,22,1094604
1253,"Atlanta Falcons","WR",64,24,920000
1254,"St. Louis Cardinals","QB",64,27,252000
1255,"Jacksonville Jaguars","MLB",64,22,947350
1256,"Detroit Lions","TE",64,22,768333
1257,"Carolina Panthers","DT",64,23,872243
1258,"Las Vegas Raiders","LT",64,24,1023834
1259,"Carolina Panthers","SS",64,24,965000
1260,"Baltimore Ravens","LG",64,22,947350
1261,"Kansas Chiefs","FS",64,24,780308
1262,"Seattle Seahawks","RT",64,28,4500000
1263,"Carolina Panthers","HB",64,24,165600
1264,"Minnesota Vikings","DT",64,21,996498
1265,"Minnesota Vikings","LE",64,23,742500
1266,"San Francisco 49ers","WR",63,23,660000
1267,"Cincinnati Bengals","WR",63,26,1015000
1268,"Cleveland Browns","TE",63,26,1600000
1269,"Tampa Bay Buccaneers","LE",63,24,895000
1270,"Dallas Cowboys","C",63,22,947350
1271,"Philadelphia Eagles","LOLB",63,23,866605
1272,"Philadelphia Eagles","DT",63,24,850000
1273,"Atlanta Falcons","WR",63,24,850000
1274,"New York Giants","TE",63,28,990000
1275,"New York Jets","CB",63,27,990000
1276,"Indianapolis Colts","CB",63,22,860031
1277,"Kansas Chiefs","CB",63,23,787500
1278,"Miami Dolphins","CB",63,23,825000
1279,"Pittsburgh Steelers","ROLB",63,22,1000000
1280,"San Francisco 49ers","ROLB",63,23,590000
1281,"San Francisco 49ers","RE",63,26,825000
1282,"Chicago Bears","LOLB",63,27,907500
1283,"Los Angeles Chargers","DT",63,24,895000
1284,"Philadelphia Eagles","RG",63,23,947350
1285,"Philadelphia Eagles","LE",63,25,837500
1286,"Jacksonville Jaguars","LT",63,22,1014653
1287,"Green Bay Packers","MLB",63,24,654476
1288,"Carolina Panthers","WR",63,27,920000
1289,"Los Angeles Rams","WR",63,24,965000
1290,"Baltimore Ravens","C",63,23,5150000
1291,"Washington Commanders","SS",63,21,852082
1292,"Denver Broncos","CB",63,27,252000
1293,"Dallas Cowboys","CB",63,23,660000
1294,"San Francisco 49ers","CB",63,25,789000
1295,"Seattle Seahawks","WR",63,22,856103
1296,"Carolina Panthers","HB",63,24,895000
1297,"San Francisco 49ers","DT",63,23,535000
1298,"Chicago Bears","TE",63,27,850000
1299,"Philadelphia Eagles","MLB",63,24,2150000
1300,"Philadelphia Eagles","RE",63,24,846758
1301,"Pittsburgh Steelers","QB",63,25,4985199
1302,"Detroit Lions","QB",63,33,1075000
1303,"Detroit Lions","RG",63,23,1187202
1304,"Pittsburgh Steelers","FS",63,24,850000
1305,"Jacksonville Jaguars","SS",63,23,586667
1306,"Denver Broncos","SS",63,24,920000
1307,"Los Angeles Rams","SS",63,22,866427
1308,"Seattle Seahawks","CB",63,24,920000
1309,"New Orleans Saints","LE",63,23,590000
1310,"Las Vegas Raiders","CB",63,24,705000
1311,"Philadelphia Eagles","HB",63,22,705000
1312,"Tennessee Titans","RE",63,23,893186
1313,"Minnesota Vikings","RT",63,28,2377500
1314,"Cincinnati Bengals","MLB",63,23,852174
1315,"Los Angeles Chargers","WR",63,25,895000
1316,"Indianapolis Colts","LOLB",63,25,702349
1317,"Miami Dolphins","LT",63,25,1127500
1318,"Indianapolis Colts","QB",63,22,1006816
1319,"Carolina Panthers","DT",63,27,165600
1320,"Las Vegas Raiders","RG",63,29,4180000
1321,"Philadelphia Eagles","FS",63,24,672189
1322,"Las Vegas Raiders","SS",63,26,850000
1323,"St. Louis Cardinals","FS",63,27,1127500
1324,"Pittsburgh Steelers","LG",63,23,988453
1325,"Pittsburgh Steelers","LOLB",63,25,952500
1326,"San Francisco 49ers","TE",63,22,869008
1327,"St. Louis Cardinals","C",63,24,805379
1328,"Los Angeles Chargers","WR",63,23,585000
1329,"Indianapolis Colts","DT",63,23,660000
1330,"Dallas Cowboys","DT",63,27,920000
1331,"Dallas Cowboys","RE",63,23,965000
1332,"Philadelphia Eagles","LT",63,22,742500
1333,"Carolina Panthers","QB",63,25,963249
1334,"Detroit Lions","RG",63,29,1600000
1335,"New England Patriots","DT",63,23,705149
1336,"Washington Commanders","LE",63,24,825000
1337,"Cincinnati Bengals","SS",63,25,895000
1338,"Washington Commanders","RE",63,23,848175
1339,"Chicago Bears","CB",63,23,661960
1340,"Minnesota Vikings","WR",63,23,895000
1341,"Kansas Chiefs","LE",62,24,1035000
1342,"Philadelphia Eagles","MLB",62,26,850000
1343,"Detroit Lions","LG",62,23,1009161
1344,"Carolina Panthers","WR",62,23,705000
1345,"Seattle Seahawks","LT",62,24,676251
1346,"Pittsburgh Steelers","MLB",62,23,661960
1347,"San Francisco 49ers","RT",62,26,850000
1348,"Chicago Bears","TE",62,23,780000
1349,"Tampa Bay Buccaneers","RT",62,27,2300000
1350,"Indianapolis Colts","ROLB",62,24,856103
1351,"Indianapolis Colts","MLB",62,25,577500
1352,"Atlanta Falcons","LE",62,23,705000
1353,"Atlanta Falcons","FB",62,28,1453333
1354,"Jacksonville Jaguars","QB",62,25,1040000
1355,"Los Angeles Chargers","QB",62,23,699655
1356,"Jacksonville Jaguars","LG",62,29,2400000
1357,"New England Patriots","QB",62,34,1075000
1358,"Detroit Lions","DT",62,24,907500
1359,"Baltimore Ravens","MLB",62,25,1683000
1360,"Washington Commanders","LT",62,21,1023592
1361,"New Orleans Saints","SS",62,24,2000000
1362,"Houston Texans","CB",62,24,990000
1363,"Tampa Bay Buccaneers","CB",62,22,825000
1364,"Philadelphia Eagles","CB",62,24,965000
1365,"Tennessee Titans","RG",62,28,920000
1366,"Tampa Bay Buccaneers","RE",62,26,920000
1367,"Miami Dolphins","LOLB",62,24,965000
1368,"Buffalo Bills","QB",62,22,780000
1369,"New England Patriots","RG",62,22,874367
1370,"Washington Commanders","TE",62,22,705000
1371,"New Orleans Saints","TE",62,26,850000
1372,"Kansas Chiefs","CB",62,27,990000
1373,"Minnesota Vikings","CB",62,23,657419
1374,"Washington Commanders","CB",62,24,660000
1375,"Tampa Bay Buccaneers","HB",62,22,761667
1376,"Cleveland Browns","DT",62,26,1110000
1377,"St. Louis Cardinals","TE",62,25,1127500
1378,"Dallas Cowboys","TE",62,29,1127500
1379,"Detroit Lions","LE",62,26,895000
1380,"Detroit Lions","DT",62,23,866544
1381,"New England Patriots","LOLB",62,25,920000
1382,"Washington Commanders","C",62,25,895000
1383,"Tennessee Titans","CB",62,27,252000
1384,"Jacksonville Jaguars","HB",62,23,990000
1385,"Cleveland Browns","DT",62,26,1035000
1386,"Atlanta Falcons","LOLB",62,28,252000
1387,"Tampa Bay Buccaneers","QB",62,30,2000000
1388,"Detroit Lions","WR",62,25,4750000
1389,"Green Bay Packers","MLB",62,22,837500
1390,"Baltimore Ravens","MLB",62,24,588333
1391,"Detroit Lions","FS",62,24,587333
1392,"Green Bay Packers","FS",62,26,1035000
1393,"Los Angeles Chargers","TE",61,23,695000
1394,"New York Giants","LG",61,23,910535
1395,"New York Giants","LE",61,24,705000
1396,"New England Patriots","QB",61,24,789028
1397,"Green Bay Packers","ROLB",61,21,843571
1398,"Atlanta Falcons","SS",61,26,895000
1399,"Los Angeles Rams","FS",61,24,837500
1400,"Baltimore Ravens","SS",61,23,660000
1401,"Cincinnati Bengals","FS",61,26,2062500
1402,"Denver Broncos","LE",61,24,895000
1403,"Tampa Bay Buccaneers","LE",61,24,825000
1404,"Tampa Bay Buccaneers","TE",61,25,1035000
1405,"Atlanta Falcons","TE",61,24,850000
1406,"Denver Broncos","QB",61,27,990000
1407,"Green Bay Packers","MLB",61,24,837500
1408,"Minnesota Vikings","RT",61,23,671900
1409,"San Francisco 49ers","RG",61,24,780000
1410,"Dallas Cowboys","LE",61,24,675000
1411,"Houston Texans","QB",61,29,1212500
1412,"Washington Commanders","MLB",61,27,990000
1413,"Pittsburgh Steelers","LE",61,24,847126
1414,"Green Bay Packers","FS",61,22,844672
1415,"Tennessee Titans","MLB",61,29,1115000
1416,"Denver Broncos","TE",61,24,590000
1417,"Cleveland Browns","TE",61,23,850000
1418,"Indianapolis Colts","RG",61,24,910924
1419,"New York Giants","MLB",61,23,842623
1420,"New York Giants","QB",61,33,1212500
1421,"Green Bay Packers","LOLB",61,23,742500
1422,"Los Angeles Rams","FS",61,25,649332
1423,"Las Vegas Raiders","CB",61,23,590000
1424,"Tennessee Titans","CB",61,22,843320
1425,"Chicago Bears","RE",61,24,165600
1426,"Cincinnati Bengals","LG",61,22,907500
1427,"Tampa Bay Buccaneers","TE",61,27,990000
1428,"Los Angeles Chargers","RE",61,23,837500
1429,"Kansas Chiefs","TE",61,25,1035000
1430,"Jacksonville Jaguars","TE",61,23,837500
1431,"New England Patriots","LG",61,24,895000
1432,"Los Angeles Rams","LE",61,23,742500
1433,"Washington Commanders","C",61,22,780000
1434,"Houston Texans","RT",61,24,965000
1435,"Los Angeles Chargers","RE",60,23,780000
1436,"New England Patriots","LT",60,24,870545
1437,"Seattle Seahawks","ROLB",60,23,780000
1438,"Seattle Seahawks","WR",60,23,742500
1439,"Atlanta Falcons","FS",60,26,705000
1440,"Kansas Chiefs","SS",60,23,787500
1441,"Tampa Bay Buccaneers","CB",60,24,165600
1442,"Jacksonville Jaguars","CB",60,23,849347
1443,"Cleveland Browns","CB",60,24,2000000
1444,"Minnesota Vikings","LG",60,29,1075000
1445,"Cincinnati Bengals","RT",60,23,667580
1446,"Denver Broncos","MLB",60,25,895000
1447,"Tampa Bay Buccaneers","MLB",60,23,895000
1448,"Atlanta Falcons","DT",60,24,907500
1449,"New York Giants","MLB",60,22,873341
1450,"New England Patriots","ROLB",60,27,1750000
1451,"New Orleans Saints","RG",60,24,742500
1452,"Pittsburgh Steelers","MLB",60,24,850000
1453,"New York Giants","CB",60,23,882500
1454,"Los Angeles Chargers","RT",60,25,2510000
1455,"Dallas Cowboys","MLB",60,25,586667
1456,"Miami Dolphins","RG",60,26,1035000
1457,"Miami Dolphins","LG",60,23,1019893
1458,"Philadelphia Eagles","DT",60,25,965000
1459,"New York Jets","LG",60,29,1127500
1460,"New York Jets","QB",60,23,825000
1461,"Houston Texans","LT",60,23,1001426
1462,"Chicago Bears","FS",60,27,1127500
1463,"Tennessee Titans","FS",60,25,920000
1464,"St. Louis Cardinals","CB",60,24,1035000
1465,"Cincinnati Bengals","TE",60,24,825000
1466,"Denver Broncos","DT",60,27,990000
1467,"New England Patriots","WR",60,23,585833
1468,"Washington Commanders","TE",60,24,165600
1469,"Cincinnati Bengals","RG",60,22,876722
1470,"Cincinnati Bengals","TE",60,26,252000
1471,"Denver Broncos","WR",60,22,837500
1472,"Detroit Lions","DT",60,23,844883
1473,"Los Angeles Rams","TE",60,25,920000
1474,"Baltimore Ravens","LOLB",60,23,660000
1475,"Houston Texans","C",60,28,990000
1476,"Atlanta Falcons","HB",60,24,907500
1477,"Minnesota Vikings","LG",60,22,705000
1478,"Chicago Bears","RT",59,26,990000
1479,"Cincinnati Bengals","DT",59,24,165600
1480,"New York Jets","LOLB",59,23,695000
1481,"Carolina Panthers","C",59,28,1127500
1482,"Baltimore Ravens","RT",59,26,920000
1483,"New Orleans Saints","C",59,23,252000
1484,"Indianapolis Colts","CB",59,27,965000
1485,"San Francisco 49ers","LT",59,28,1035000
1486,"Chicago Bears","RT",59,25,1140000
1487,"Kansas Chiefs","QB",59,35,1625000
1488,"Seattle Seahawks","DT",59,24,850000
1489,"Pittsburgh Steelers","RT",59,26,4750000
1490,"Tennessee Titans","CB",59,23,952500
1491,"Pittsburgh Steelers","CB",59,25,1035000
1492,"St. Louis Cardinals","CB",59,25,895000
1493,"Denver Broncos","LOLB",59,24,837500
1494,"Tampa Bay Buccaneers","MLB",59,23,695000
1495,"Dallas Cowboys","LG",59,27,165600
1496,"Green Bay Packers","C",59,23,660000
1497,"Kansas Chiefs","CB",59,24,727500
1498,"St. Louis Cardinals","RG",59,28,1127500
1499,"Philadelphia Eagles","LG",59,25,648196
1500,"Jacksonville Jaguars","QB",59,24,895000
1501,"Green Bay Packers","RG",59,27,1500000
1502,"Los Angeles Rams","LOLB",59,23,850000
1503,"New Orleans Saints","MLB",59,25,649151
1504,"Houston Texans","MLB",59,25,252000
1505,"Chicago Bears","HB",59,24,850000
1506,"Minnesota Vikings","TE",59,23,882500
1507,"Cleveland Browns","MLB",59,24,825000
1508,"Los Angeles Chargers","MLB",59,23,895000
1509,"Kansas Chiefs","C",59,24,665363
1510,"New York Jets","MLB",59,25,990000
1511,"Houston Texans","MLB",59,28,990000
1512,"Tennessee Titans","DT",59,24,965000
1513,"Cleveland Browns","CB",59,23,965000
1514,"Chicago Bears","C",58,26,977500
1515,"Chicago Bears","RG",58,23,695000
1516,"Cleveland Browns","ROLB",58,25,850000
1517,"Philadelphia Eagles","RT",58,23,16000000
1518,"Las Vegas Raiders","RT",58,24,990000
1519,"Los Angeles Rams","LG",58,24,850000
1520,"Los Angeles Rams","MLB",58,24,825000
1521,"Tennessee Titans","LT",58,30,762500
1522,"Seattle Seahawks","CB",58,25,895000
1523,"St. Louis Cardinals","MLB",58,26,3384000
1524,"Detroit Lions","C",58,24,825000
1525,"Los Angeles Rams","MLB",58,24,780000
1526,"Minnesota Vikings","RG",58,23,742500
1527,"Houston Texans","HB",58,24,920000
1528,"Denver Broncos","TE",58,25,787500
1529,"Dallas Cowboys","RT",58,23,586667
1530,"New England Patriots","LG",58,25,990000
1531,"Dallas Cowboys","CB",58,22,895000
1532,"Chicago Bears","LT",58,24,825000
1533,"Jacksonville Jaguars","QB",58,30,1375000
1534,"Pittsburgh Steelers","TE",58,23,716115
1535,"New England Patriots","LT",58,24,866867
1536,"Baltimore Ravens","QB",58,22,780000
1537,"Houston Texans","RT",58,24,705000
1538,"Atlanta Falcons","RG",57,25,907500
1539,"Green Bay Packers","QB",57,25,2400000
1540,"Los Angeles Rams","RG",57,23,895000
1541,"Seattle Seahawks","RG",57,26,850000
1542,"Los Angeles Chargers","RG",57,25,705000
1543,"Kansas Chiefs","LT",57,25,850000
1544,"New York Giants","MLB",57,22,844238
1545,"Dallas Cowboys","QB",57,23,882500
1546,"Los Angeles Rams","RG",57,25,787500
1547,"Pittsburgh Steelers","LT",57,25,882500
1548,"Kansas Chiefs","C",57,23,165600
1549,"Los Angeles Rams","MLB",57,23,742500
1550,"New Orleans Saints","C",57,25,252000
1551,"San Francisco 49ers","TE",57,25,965000
1552,"Philadelphia Eagles","TE",57,27,965000
1553,"Philadelphia Eagles","QB",57,26,257200
1554,"Los Angeles Rams","TE",57,24,837500
1555,"Chicago Bears","LG",56,24,850000
1556,"Indianapolis Colts","LT",56,27,1100000
1557,"Dallas Cowboys","LT",56,23,585000
1558,"New York Giants","RG",56,24,3412500
1559,"San Francisco 49ers","C",56,27,990000
1560,"Denver Broncos","C",56,24,850000
1561,"Tampa Bay Buccaneers","LG",56,24,825000
1562,"St. Louis Cardinals","LT",56,24,648644
1563,"Kansas Chiefs","LT",56,22,765000
1564,"Seattle Seahawks","QB",56,29,1212500
1565,"Detroit Lions","QB",56,25,762500
1566,"Buffalo Bills","LT",56,23,586667
1567,"Los Angeles Rams","C",56,22,787500
1568,"Seattle Seahawks","RG",56,27,952500
1569,"Chicago Bears","MLB",56,24,1550000
1570,"Green Bay Packers","LT",56,24,850000
1571,"Carolina Panthers","TE",56,27,252000
1572,"San Francisco 49ers","QB",56,26,2500000
1573,"Houston Texans","RT",56,26,695000
1574,"New England Patriots","RT",56,25,920000
1575,"Baltimore Ravens","C",56,22,780000
1576,"Miami Dolphins","LG",55,26,1035000
1577,"Miami Dolphins","WR",55,23,880000
1578,"New York Jets","LT",55,27,1350000
1579,"Seattle Seahawks","QB",55,23,165600
1580,"Atlanta Falcons","QB",55,25,705000
1581,"Houston Texans","RT",55,23,682500
1582,"Tampa Bay Buccaneers","RG",55,23,787500
1583,"Los Angeles Chargers","RT",55,26,695000
1584,"Kansas Chiefs","RG",55,25,825000
1585,"Las Vegas Raiders","WR",55,24,895000
1586,"Los Angeles Rams","TE",55,24,705000
1587,"Cleveland Browns","TE",55,30,1061667
1588,"Indianapolis Colts","LG",55,26,895000
1589,"Miami Dolphins","C",55,23,203622
1590,"New Orleans Saints","RT",55,22,587500
1591,"Washington Commanders","FS",55,24,907500
1592,"Denver Broncos","QB",55,24,850000
1593,"Pittsburgh Steelers","RG",55,25,787500
1594,"Denver Broncos","LT",55,24,850000
1595,"Los Angeles Rams","QB",55,24,630000
1596,"Cincinnati Bengals","RG",54,23,590000
1597,"Baltimore Ravens","QB",54,25,907500
1598,"Kansas Chiefs","LT",54,25,850000
1599,"Detroit Lions","RT",54,25,895000
1600,"St. Louis Cardinals","TE",32,30,1037500
1601,"Los Angeles Chargers","C",54,26,920000
1602,"New England Patriots","QB",54,23,713500
1603,"Tennessee Titans","C",54,28,965000
1604,"Green Bay Packers","LT",54,24,742500
1605,"Minnesota Vikings","QB",54,28,990000
1606,"Dallas Cowboys","QB",54,24,165600
1607,"Las Vegas Raiders","C",53,23,4325000
1608,"Minnesota Vikings","QB",53,24,705000
1609,"Tampa Bay Buccaneers","C",53,26,1250000
1610,"New York Giants","LT",53,24,895000
1611,"St. Louis Cardinals","RT",53,24,945000
1612,"Minnesota Vikings","QB",53,23,742500
1613,"San Francisco 49ers","RT",53,24,895000
1614,"Indianapolis Colts","RT",53,28,1035000
1615,"Buffalo Bills","QB",53,25,945000
1616,"New York Jets","LG",52,26,165600
1617,"New York Giants","QB",52,26,977500
1618,"Chicago Bears","C",52,24,695000
1619,"Washington Commanders","RT",52,24,825000
1620,"Pittsburgh Steelers","C",52,24,780000
1621,"Los Angeles Rams","QB",52,23,742500
1622,"Philadelphia Eagles","C",51,22,589167
1623,"Houston Texans","LT",51,25,233866
1624,"Las Vegas Raiders","QB",51,26,252000
1625,"Cleveland Browns","C",51,23,920000
1626,"Buffalo Bills","LG",51,24,2133000
1627,"Cleveland Browns","RT",51,23,825000
1628,"Seattle Seahawks","RG",51,23,965000
1629,"Los Angeles Rams","C",50,25,850000
1630,"Atlanta Falcons","QB",48,26,165600
1631,"Cleveland Browns","QB",48,29,920000
1632,"Tennessee Titans","QB",47,25,555000
1633,"Cincinnati Bengals","TE",44,36,1212500
1634,"Atlanta Falcons","TE",43,31,1075000
1635,"Baltimore Ravens","TE",36,27,660000
1636,"Seattle Seahawks","TE",36,28,1110000
1637,"Buffalo Bills","TE",35,26,1078750
1638,"Los Angeles Rams","TE",35,32,1075000
1639,"Tennessee Titans","TE",35,30,1120000
1640,"New York Giants","TE",33,30,990000
1641,"New York Jets","TE",31,26,1100000
1642,"Kansas Chiefs","TE",31,31,890000
1643,"Chicago Bears","TE",30,32,1127500
1644,"Philadelphia Eagles","TE",30,27,1096667
1645,"Denver Broncos","TE",28,23,600000
1646,"Baltimore Ravens","TE",28,34,1212500
1647,"Houston Texans","TE",28,34,1272500
1648,"Miami Dolphins","TE",27,23,871363
1649,"New England Patriots","TE",26,28,1077500
1650,"New Orleans Saints","TE",26,27,1195000
1651,"Jacksonville Jaguars","TE",25,25,907500
1652,"Indianapolis Colts","TE",24,27,1212500
1653,"Las Vegas Raiders","TE",24,24,1140833
1654,"Tampa Bay Buccaneers","TE",23,29,850000
